Date,Time of crash,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Weather,Pilot Experience,DelayMinutes (in mins),Aircraft Model,Aircraft Age,Investigation Completed,Incident Severity
01-04-2021,11:12:26,Paris,Cargo Air,F1510,Domestic,Boeing 747,REG70928,CN587,161,3,1,Crash during landing.,Fog,16,5,Cessna 208,26,Yes,Low
24-05-2011,6:39:29,New York,Military - U.S. Army,F1567,Cargo,Wright Flyer,REG31003,CN195,56,26,17,Crash during takeoff.,Snow,3,45,Antonov An-225,29,Yes,Critical
19-06-2014,4:11:07,New York,Commercial - AirFly,F6180,Training,Cessna 172,REG24663,CN607,57,72,5,Mid-air collision.,Clear,31,60,Boeing 737,15,No,High
21-12-1991,13:03:09,London,Commercial - AirFly,F5802,International,Wright Flyer,REG57257,CN247,48,82,12,Crash during landing.,Rain,22,5,Airbus A380,30,No,Low
25-09-1982,23:58:59,Sydney,Private - AeroClub,F5449,Training,Cessna 172,REG72188,CN284,193,78,0,Engine failure mid-air.,Rain,27,45,Cessna 208,11,Yes,Medium
17-09-1981,15:26:05,Sydney,Rescue Ops,F5916,Domestic,Wright Flyer,REG45435,CN453,184,74,17,Bird strike reported.,Clear,25,0,Airbus A380,4,Yes,Low
05-09-1998,17:37:59,New York,Military - U.S. Army,F8042,Cargo,Boeing 747,REG89514,CN921,275,52,8,Crash during takeoff.,Snow,28,60,Antonov An-225,5,Yes,Critical
14-01-2004,1:58:00,Paris,Cargo Air,F5411,Training,Cessna 172,REG43923,CN124,262,95,7,Crash during takeoff.,Snow,6,30,Boeing 737,19,Yes,Critical
28-02-1996,19:54:36,London,Private - AeroClub,F8162,Training,F-16 Falcon,REG16599,CN513,293,94,16,Engine failure mid-air.,Fog,39,45,Airbus A380,27,Yes,High
04-09-1990,8:34:17,Paris,Rescue Ops,F5430,Cargo,F-16 Falcon,REG76082,CN261,61,28,18,Mid-air collision.,Fog,21,10,Antonov An-225,6,Yes,Low
01-02-1985,2:10:12,Sydney,Rescue Ops,F3431,Domestic,Boeing 747,REG53103,CN101,107,97,6,Crash during landing.,Clear,2,0,Antonov An-225,8,No,Critical
06-09-2010,7:37:07,Paris,Private - AeroClub,F1055,Domestic,F-16 Falcon,REG43046,CN221,208,0,0,Mid-air collision.,Clear,25,30,Airbus A380,27,Yes,Medium
12-05-2014,6:59:29,Sydney,Cargo Air,F9715,Cargo,Airbus A320,REG15862,CN497,5,69,10,Bird strike reported.,Snow,6,60,Antonov An-225,16,No,Critical
23-12-1991,1:03:01,Paris,Cargo Air,F9438,Training,Wright Flyer,REG42642,CN544,61,12,7,Crash during takeoff.,Clear,7,30,Boeing 737,11,Yes,High
01-04-1993,10:32:09,Paris,Commercial - AirFly,F3458,Domestic,Wright Flyer,REG93351,CN366,7,8,11,Engine failure mid-air.,Storm,16,10,Antonov An-225,14,Yes,Critical
09-11-1998,12:36:38,Paris,Commercial - AirFly,F5642,Training,Cessna 172,REG66615,CN552,76,91,1,Crash during landing.,Clear,36,5,Cessna 208,29,Yes,Medium
13-05-2018,2:44:32,London,Military - U.S. Army,F4645,Cargo,Airbus A320,REG47877,CN101,77,50,4,Crash during landing.,Snow,23,30,Boeing 737,16,No,High
13-03-1982,14:14:50,Tokyo,Military - U.S. Army,F7743,Training,Wright Flyer,REG39133,CN452,233,2,0,Bird strike reported.,Clear,11,30,Boeing 737,25,Yes,High
14-08-1979,17:07:43,Delhi,Private - AeroClub,F3894,Training,Boeing 747,REG83985,CN118,147,85,12,Crash during landing.,Clear,4,15,Airbus A380,8,Yes,High
05-04-2008,13:01:03,New York,Military - U.S. Army,F4969,International,Cessna 172,REG21359,CN130,46,92,5,Engine failure mid-air.,Rain,37,45,Antonov An-225,3,No,Low
23-03-1981,0:41:57,Tokyo,Cargo Air,F7131,Domestic,Cessna 172,REG66280,CN545,167,28,8,Bird strike reported.,Fog,3,10,Airbus A380,29,Yes,Critical
03-08-2007,7:54:40,Tokyo,Rescue Ops,F1412,Domestic,Airbus A320,REG21549,CN440,122,0,11,Crash during takeoff.,Rain,20,15,Airbus A380,9,Yes,High
03-02-2020,13:05:31,Delhi,Cargo Air,F3770,International,Boeing 747,REG23311,CN867,65,58,5,Crash during takeoff.,Fog,1,30,Antonov An-225,28,No,Critical
01-07-2001,22:50:25,London,Military - U.S. Army,F5522,Domestic,Airbus A320,REG67924,CN518,280,56,16,Bird strike reported.,Snow,19,15,Antonov An-225,27,Yes,Medium
14-11-2021,1:40:13,Tokyo,Private - AeroClub,F1598,Cargo,F-16 Falcon,REG76880,CN410,257,72,15,Bird strike reported.,Rain,9,5,Cessna 208,28,No,Medium
06-08-1997,1:19:46,Delhi,Rescue Ops,F9973,International,F-16 Falcon,REG29767,CN188,173,81,13,Bird strike reported.,Snow,23,5,Cessna 208,9,Yes,Low
09-11-2005,21:44:17,Tokyo,Private - AeroClub,F3027,Domestic,Airbus A320,REG74626,CN892,101,69,17,Crash during landing.,Snow,10,15,Airbus A380,1,No,Medium
08-07-1997,7:21:43,Paris,Commercial - AirFly,F9199,International,F-16 Falcon,REG79236,CN629,142,75,13,Mid-air collision.,Clear,26,15,Cessna 208,28,Yes,High
28-10-1978,3:02:11,New York,Military - U.S. Army,F7079,Training,Wright Flyer,REG96050,CN867,143,10,5,Engine failure mid-air.,Clear,8,45,Antonov An-225,2,No,Critical
18-05-1970,7:31:09,New York,Cargo Air,F7308,Domestic,F-16 Falcon,REG36559,CN267,32,89,6,Crash during landing.,Snow,29,30,Boeing 737,3,Yes,High
28-11-1972,0:13:19,Delhi,Private - AeroClub,F4943,Domestic,Cessna 172,REG22963,CN703,239,97,20,Mid-air collision.,Fog,3,60,Boeing 737,29,No,Medium
30-10-2001,21:45:39,New York,Cargo Air,F5233,Domestic,Airbus A320,REG94936,CN391,239,67,10,Bird strike reported.,Clear,8,0,Airbus A380,15,No,Medium
18-04-2000,16:10:45,New York,Private - AeroClub,F8742,International,Airbus A320,REG79269,CN792,228,66,0,Crash during takeoff.,Rain,30,30,Boeing 737,23,Yes,Critical
17-01-1980,13:06:27,New York,Cargo Air,F9388,Domestic,Airbus A320,REG71601,CN954,80,16,6,Mid-air collision.,Snow,25,10,Antonov An-225,16,Yes,Medium
11-07-2013,10:53:14,New York,Rescue Ops,F7868,Domestic,F-16 Falcon,REG33863,CN917,147,70,0,Mid-air collision.,Storm,23,15,Boeing 737,1,Yes,High
20-04-1996,6:51:49,London,Military - U.S. Army,F7475,International,Wright Flyer,REG25930,CN500,300,4,12,Mid-air collision.,Fog,36,10,Antonov An-225,9,No,Critical
15-10-1971,12:51:28,Sydney,Commercial - AirFly,F2086,Cargo,Airbus A320,REG25518,CN351,296,46,4,Crash during landing.,Storm,4,45,Boeing 737,27,No,High
10-01-1983,12:04:00,Delhi,Private - AeroClub,F4564,International,Boeing 747,REG16084,CN932,268,98,8,Engine failure mid-air.,Storm,14,45,Boeing 737,20,Yes,Medium
21-11-1995,17:54:18,Paris,Private - AeroClub,F4610,Domestic,F-16 Falcon,REG49508,CN209,218,76,2,Crash during landing.,Storm,15,0,Airbus A380,4,No,Low
30-10-2003,15:46:23,Sydney,Cargo Air,F7359,Training,Cessna 172,REG42121,CN336,169,29,9,Mid-air collision.,Clear,6,0,Cessna 208,1,Yes,High
27-09-2014,13:16:49,London,Rescue Ops,F9283,Cargo,F-16 Falcon,REG51950,CN583,127,70,10,Bird strike reported.,Clear,9,30,Boeing 737,29,No,Critical
25-07-1999,3:08:14,Paris,Commercial - AirFly,F9155,Domestic,Boeing 747,REG57484,CN365,80,48,20,Crash during landing.,Snow,30,5,Airbus A380,24,No,Low
10-10-1983,9:50:18,Delhi,Commercial - AirFly,F5590,Cargo,Cessna 172,REG71415,CN244,19,45,2,Crash during takeoff.,Clear,2,15,Airbus A380,2,No,Low
12-06-2002,12:51:16,Sydney,Rescue Ops,F9709,International,Cessna 172,REG97107,CN840,32,27,3,Crash during takeoff.,Storm,20,5,Boeing 737,25,Yes,Critical
07-08-1996,2:53:19,Paris,Commercial - AirFly,F8520,International,Cessna 172,REG16528,CN265,289,22,10,Bird strike reported.,Fog,34,15,Airbus A380,29,No,Medium
17-10-2019,16:53:19,New York,Rescue Ops,F7825,Cargo,Boeing 747,REG27839,CN110,229,83,12,Engine failure mid-air.,Rain,31,0,Airbus A380,11,Yes,Critical
10-09-2012,13:44:08,Tokyo,Cargo Air,F3054,International,Airbus A320,REG66523,CN839,259,60,19,Crash during landing.,Fog,2,60,Cessna 208,17,No,Medium
28-10-1985,1:44:21,Tokyo,Military - U.S. Army,F5255,Domestic,Boeing 747,REG13329,CN803,269,77,4,Crash during takeoff.,Rain,37,15,Boeing 737,29,No,Critical
29-06-2008,8:49:00,Tokyo,Military - U.S. Army,F6270,Cargo,Cessna 172,REG17572,CN854,243,64,19,Crash during takeoff.,Fog,22,10,Cessna 208,6,No,Low
20-08-2022,22:55:01,London,Cargo Air,F5254,International,Wright Flyer,REG72502,CN315,207,95,4,Crash during takeoff.,Rain,12,0,Airbus A380,6,Yes,Critical
08-04-1979,3:48:04,Delhi,Commercial - AirFly,F9029,Cargo,Airbus A320,REG25819,CN603,55,54,5,Crash during landing.,Storm,11,30,Cessna 208,4,No,High
26-07-2019,12:36:35,London,Private - AeroClub,F7140,International,F-16 Falcon,REG65683,CN692,5,26,18,Engine failure mid-air.,Rain,2,,Antonov An-225,19,Yes,Low
16-11-1993,5:43:25,Tokyo,Rescue Ops,F2268,Domestic,Cessna 172,REG81613,CN125,37,57,14,Crash during landing.,Rain,6,15,Airbus A380,15,Yes,High
20-12-1970,1:18:37,London,Military - U.S. Army,F4026,Cargo,Cessna 172,REG34056,CN359,144,48,18,Engine failure mid-air.,Clear,29,5,Cessna 208,26,No,Critical
06-09-1991,17:00:34,London,Cargo Air,F1532,Cargo,Boeing 747,REG44093,CN162,81,44,19,Mid-air collision.,Snow,21,0,Airbus A380,24,Yes,Medium
14-06-2011,22:10:48,Delhi,Military - U.S. Army,F9862,Domestic,Wright Flyer,REG85050,CN220,199,28,11,Crash during landing.,Storm,37,60,Antonov An-225,2,Yes,Critical
30-08-2007,14:25:41,Tokyo,Military - U.S. Army,F8432,International,Airbus A320,REG94478,CN411,183,26,18,Crash during takeoff.,Storm,40,45,Cessna 208,1,No,Low
14-05-2015,17:27:19,New York,Rescue Ops,F9112,Training,Cessna 172,REG12844,CN273,23,69,0,Crash during landing.,Snow,11,30,Boeing 737,6,Yes,Low
28-04-2003,9:56:52,London,Cargo Air,F1533,Training,Boeing 747,REG81069,CN686,18,74,7,Engine failure mid-air.,Rain,23,5,Airbus A380,7,Yes,Low
19-01-1985,7:22:04,New York,Military - U.S. Army,F7131,Training,Boeing 747,REG17782,CN216,116,43,9,Bird strike reported.,Clear,15,60,Antonov An-225,19,No,Medium
17-05-1987,7:12:56,London,Commercial - AirFly,F5035,Cargo,Wright Flyer,REG87607,CN536,68,0,17,Crash during landing.,Storm,37,,Airbus A380,4,Yes,High
30-03-1994,2:10:56,Paris,Private - AeroClub,F8279,Training,Airbus A320,REG61487,CN420,69,7,3,Engine failure mid-air.,Rain,32,15,Airbus A380,3,No,Critical
20-09-1997,18:23:17,London,Private - AeroClub,F1243,Cargo,Wright Flyer,REG88026,CN893,138,82,2,Mid-air collision.,Rain,29,10,Boeing 737,19,Yes,Medium
26-06-2005,14:04:44,London,Private - AeroClub,F8890,Training,Wright Flyer,REG62531,CN231,217,35,15,Bird strike reported.,Rain,33,45,Antonov An-225,9,No,Low
23-09-1982,22:01:56,Paris,Rescue Ops,F2973,Cargo,Wright Flyer,REG13466,CN104,293,75,5,Mid-air collision.,Storm,21,60,Airbus A380,9,Yes,Medium
29-11-1984,22:06:04,Tokyo,Military - U.S. Army,F6437,Training,F-16 Falcon,REG51654,CN196,139,26,4,Crash during landing.,Snow,7,10,Airbus A380,22,Yes,Critical
10-07-2013,18:29:40,London,Commercial - AirFly,F8637,International,Boeing 747,REG42941,CN980,68,19,2,Mid-air collision.,Snow,16,45,Cessna 208,21,No,Low
30-12-2022,5:47:59,New York,Commercial - AirFly,F9892,Cargo,Cessna 172,REG15432,CN541,253,81,12,Mid-air collision.,Rain,14,5,Airbus A380,19,No,High
19-07-1978,11:55:39,New York,Military - U.S. Army,F6575,Cargo,Airbus A320,REG97230,CN396,222,35,1,Mid-air collision.,Storm,33,60,Cessna 208,24,Yes,Medium
07-10-1998,22:27:45,Delhi,Military - U.S. Army,F7627,International,F-16 Falcon,REG76573,CN372,204,61,4,Mid-air collision.,Rain,24,10,Airbus A380,28,No,High
11-03-1977,18:25:10,Paris,Military - U.S. Army,F3828,International,Boeing 747,REG11130,CN873,55,68,5,Bird strike reported.,Fog,11,60,Cessna 208,15,Yes,Critical
06-12-1986,18:48:16,London,Private - AeroClub,F2485,International,Wright Flyer,REG42202,CN380,45,36,18,Mid-air collision.,Rain,39,0,Boeing 737,20,No,Critical
10-04-1985,22:28:02,London,Rescue Ops,F7529,Domestic,Boeing 747,REG54917,CN947,27,74,11,Crash during takeoff.,Rain,12,0,Antonov An-225,27,No,Low
07-09-1971,22:14:39,New York,Private - AeroClub,F2382,International,Wright Flyer,REG58593,CN881,103,68,19,Engine failure mid-air.,Rain,11,10,Antonov An-225,3,Yes,Medium
19-04-2004,0:44:02,Delhi,Private - AeroClub,F9665,International,Cessna 172,REG73681,CN774,20,41,12,Bird strike reported.,Fog,8,45,Antonov An-225,27,Yes,Critical
09-02-2009,4:25:18,London,Cargo Air,F6799,Domestic,F-16 Falcon,REG85031,CN433,117,59,5,Engine failure mid-air.,Storm,28,0,Antonov An-225,27,No,Medium
01-01-1990,21:07:13,London,Rescue Ops,F2878,Domestic,Airbus A320,REG43944,CN389,48,55,9,Engine failure mid-air.,Rain,7,15,Cessna 208,9,No,Low
23-08-1987,14:11:29,Delhi,Rescue Ops,F9574,Training,Cessna 172,REG65079,CN870,17,54,6,Bird strike reported.,Snow,19,5,Boeing 737,27,No,Critical
26-03-1976,15:20:54,Tokyo,Private - AeroClub,F9382,Cargo,F-16 Falcon,REG21343,CN955,254,79,19,Mid-air collision.,Rain,12,10,Airbus A380,2,Yes,High
09-04-2020,7:28:19,Tokyo,Commercial - AirFly,F2274,Cargo,Wright Flyer,REG38707,CN375,177,54,10,Engine failure mid-air.,Snow,25,30,Cessna 208,15,Yes,Medium
15-03-2002,9:49:34,Tokyo,Military - U.S. Army,F7201,International,Cessna 172,REG83323,CN681,22,35,14,Engine failure mid-air.,Rain,34,15,Cessna 208,3,Yes,Low
09-06-2023,10:14:32,Tokyo,Commercial - AirFly,F8892,Training,Wright Flyer,REG21976,CN500,143,30,10,Mid-air collision.,Snow,2,60,Boeing 737,19,Yes,Critical
16-11-2017,2:16:43,Delhi,Private - AeroClub,F5992,Cargo,Cessna 172,REG22302,CN400,114,58,16,Mid-air collision.,Storm,18,5,Antonov An-225,2,No,Critical
22-05-1977,17:48:28,Sydney,Commercial - AirFly,F7809,Training,Cessna 172,REG71257,CN234,199,96,7,Crash during takeoff.,Snow,5,10,Cessna 208,29,Yes,High
06-06-2016,23:38:36,New York,Private - AeroClub,F3443,Cargo,Cessna 172,REG31880,CN690,57,1,16,Bird strike reported.,Storm,3,45,Antonov An-225,21,No,Low
09-01-1996,7:23:26,Delhi,Private - AeroClub,F6528,Domestic,Wright Flyer,REG42503,CN554,137,54,18,Mid-air collision.,Rain,14,0,Antonov An-225,16,No,Medium
31-12-1971,12:30:44,New York,Cargo Air,F3222,International,Wright Flyer,REG65132,CN520,244,73,20,Bird strike reported.,Clear,40,0,Antonov An-225,17,No,High
24-07-1989,16:48:21,Sydney,Cargo Air,F1764,Cargo,Cessna 172,REG36902,CN686,213,26,9,Engine failure mid-air.,Snow,40,60,Antonov An-225,13,Yes,High
12-12-1998,0:54:42,Sydney,Commercial - AirFly,F3261,International,F-16 Falcon,REG69691,CN160,135,82,17,Crash during takeoff.,Clear,35,60,Antonov An-225,22,No,Low
11-07-2006,12:13:11,New York,Private - AeroClub,F7589,International,Airbus A320,REG98626,CN115,243,24,18,Mid-air collision.,Rain,33,60,Boeing 737,22,Yes,Critical
07-10-1980,17:09:26,Sydney,Commercial - AirFly,F4343,International,Cessna 172,REG21853,CN568,4,68,13,Bird strike reported.,Snow,17,5,Antonov An-225,19,No,Medium
16-09-1972,6:45:44,Paris,Cargo Air,F4840,Domestic,Wright Flyer,REG52838,CN409,10,14,9,Bird strike reported.,Snow,40,15,Antonov An-225,1,No,Medium
13-09-1975,19:21:52,Paris,Rescue Ops,F4110,Domestic,Boeing 747,REG43877,CN721,272,20,8,Engine failure mid-air.,Snow,33,45,Cessna 208,22,Yes,Low
01-03-1983,22:43:52,Sydney,Private - AeroClub,F8633,Domestic,Cessna 172,REG71797,CN614,3,49,20,Crash during takeoff.,Storm,15,45,Boeing 737,11,Yes,Low
22-01-2004,20:54:16,Paris,Military - U.S. Army,F9372,Domestic,Boeing 747,REG10193,CN304,230,99,1,Crash during landing.,Fog,4,30,Airbus A380,14,No,Low
14-01-2010,1:13:01,Paris,Cargo Air,F1515,Domestic,Cessna 172,REG30884,CN511,77,67,5,Mid-air collision.,Fog,36,,Cessna 208,27,No,High
16-09-1972,21:54:01,Delhi,Military - U.S. Army,F9459,Training,Airbus A320,REG34097,CN756,240,80,8,Crash during landing.,Clear,27,30,Boeing 737,14,Yes,Critical
20-11-1979,5:51:30,Delhi,Rescue Ops,F3169,Domestic,Airbus A320,REG14337,CN643,69,2,7,Mid-air collision.,Clear,30,0,Airbus A380,30,No,Medium
26-09-1993,8:17:13,Tokyo,Cargo Air,F7250,International,Boeing 747,REG53779,CN634,249,0,2,Engine failure mid-air.,Clear,19,60,Airbus A380,10,Yes,High
14-04-1989,13:38:01,Paris,Private - AeroClub,F3559,International,Cessna 172,REG57740,CN354,5,23,17,Bird strike reported.,Snow,29,15,Boeing 737,8,No,Critical
26-01-1970,4:58:48,Tokyo,Military - U.S. Army,F7151,Training,Wright Flyer,REG50414,CN143,181,45,7,Crash during takeoff.,Storm,33,60,Boeing 737,23,No,High
23-12-1994,21:01:15,Delhi,Commercial - AirFly,F9356,International,F-16 Falcon,REG56173,CN995,292,57,15,Engine failure mid-air.,Snow,24,10,Antonov An-225,14,Yes,Medium
30-05-1981,7:27:02,Delhi,Rescue Ops,F8595,Cargo,Boeing 747,REG86717,CN175,67,47,18,Bird strike reported.,Snow,32,60,Airbus A380,5,Yes,High
08-09-1986,19:33:24,London,Military - U.S. Army,F7729,International,F-16 Falcon,REG60309,CN526,204,9,14,Mid-air collision.,Snow,27,5,Airbus A380,29,No,Critical
07-12-2022,19:42:52,London,Cargo Air,F9981,International,Wright Flyer,REG52023,CN869,284,94,15,Crash during takeoff.,Snow,33,15,Antonov An-225,15,Yes,High
02-12-2008,0:19:07,London,Commercial - AirFly,F9604,International,F-16 Falcon,REG78584,CN987,129,77,7,Crash during landing.,Storm,13,30,Airbus A380,25,Yes,Medium
23-04-1981,12:00:01,New York,Private - AeroClub,F5744,Training,F-16 Falcon,REG95507,CN774,239,51,4,Mid-air collision.,Clear,20,45,Airbus A380,28,Yes,High
07-08-2020,2:13:19,New York,Private - AeroClub,F4344,Cargo,Boeing 747,REG29963,CN750,279,60,4,Crash during landing.,Snow,40,30,Antonov An-225,21,No,Critical
28-08-1996,5:47:50,Sydney,Military - U.S. Army,F5863,Domestic,Boeing 747,REG91406,CN826,78,7,16,Engine failure mid-air.,Rain,22,60,Airbus A380,1,No,Critical
29-05-2008,19:51:06,Paris,Commercial - AirFly,F7564,International,Airbus A320,REG81460,CN936,18,83,11,Crash during takeoff.,Snow,9,0,Boeing 737,16,No,Medium
02-04-1970,14:39:26,Delhi,Private - AeroClub,F9621,Cargo,Airbus A320,REG53673,CN591,79,96,20,Bird strike reported.,Clear,20,,Cessna 208,16,No,Low
28-08-1984,10:14:04,Sydney,Military - U.S. Army,F8899,Training,Cessna 172,REG22705,CN113,27,63,15,Crash during takeoff.,Rain,11,0,Antonov An-225,12,Yes,Medium
06-08-2007,2:48:36,Sydney,Military - U.S. Army,F1737,International,Boeing 747,REG91528,CN862,299,76,2,Mid-air collision.,Rain,34,15,Airbus A380,7,No,Low
13-01-1987,9:46:11,Tokyo,Commercial - AirFly,F5506,Cargo,Boeing 747,REG82083,CN723,1,99,8,Crash during takeoff.,Fog,2,15,Antonov An-225,28,Yes,Medium
12-04-1998,2:59:56,New York,Rescue Ops,F7775,Training,F-16 Falcon,REG89731,CN173,242,80,1,Mid-air collision.,Storm,6,15,Airbus A380,22,Yes,High
14-01-1977,8:22:24,London,Commercial - AirFly,F1606,Domestic,Airbus A320,REG56401,CN621,1,44,11,Mid-air collision.,Clear,7,10,Antonov An-225,9,No,Critical
24-10-2002,7:38:42,New York,Rescue Ops,F1768,Cargo,Cessna 172,REG10352,CN151,146,1,18,Engine failure mid-air.,Clear,20,10,Cessna 208,4,No,Low
22-04-1992,19:59:50,Sydney,Cargo Air,F3451,International,F-16 Falcon,REG80730,CN124,108,75,12,Crash during takeoff.,Rain,3,5,Cessna 208,30,No,High
21-11-1971,21:28:34,Paris,Private - AeroClub,F3483,Cargo,Boeing 747,REG30637,CN722,174,11,12,Bird strike reported.,Fog,39,5,Airbus A380,24,Yes,High
17-06-2007,4:12:03,London,Cargo Air,F8674,Training,Boeing 747,REG12708,CN615,260,6,13,Crash during takeoff.,Clear,33,45,Antonov An-225,2,Yes,Low
16-07-1980,19:44:39,New York,Cargo Air,F5622,International,F-16 Falcon,REG22042,CN304,75,49,12,Crash during landing.,Clear,22,30,Cessna 208,18,No,Low
06-10-2000,5:51:25,London,Military - U.S. Army,F2954,Domestic,Airbus A320,REG96009,CN512,17,37,14,Engine failure mid-air.,Rain,2,10,Airbus A380,20,No,Low
16-09-2012,15:17:23,Sydney,Commercial - AirFly,F5854,Cargo,F-16 Falcon,REG79707,CN795,71,81,6,Crash during landing.,Fog,5,10,Antonov An-225,24,Yes,High
18-11-1991,18:17:26,Delhi,Rescue Ops,F7687,International,Cessna 172,REG33567,CN354,168,89,18,Crash during takeoff.,Clear,24,5,Boeing 737,5,No,Low
18-12-2017,9:01:08,Tokyo,Rescue Ops,F8346,Domestic,Wright Flyer,REG60890,CN629,206,6,10,Crash during landing.,Fog,16,0,Antonov An-225,13,Yes,Critical
02-10-1970,11:02:08,Sydney,Cargo Air,F2437,Cargo,Boeing 747,REG11050,CN738,280,75,3,Crash during landing.,Rain,38,0,Boeing 737,6,Yes,Medium
02-08-1972,4:23:08,New York,Cargo Air,F5297,Training,Wright Flyer,REG36218,CN885,236,96,11,Mid-air collision.,Fog,39,10,Airbus A380,28,Yes,Medium
16-03-2005,1:03:39,Sydney,Cargo Air,F8051,Domestic,Wright Flyer,REG70747,CN457,253,37,10,Bird strike reported.,Storm,38,5,Boeing 737,11,No,High
07-08-1995,10:14:32,New York,Private - AeroClub,F1266,Domestic,Airbus A320,REG88019,CN498,179,80,11,Mid-air collision.,Rain,19,60,Cessna 208,25,No,Critical
09-06-2006,5:55:10,Paris,Commercial - AirFly,F3447,Domestic,Cessna 172,REG90809,CN606,27,40,13,Crash during takeoff.,Clear,16,,Antonov An-225,4,No,Medium
10-10-1997,17:27:01,Delhi,Private - AeroClub,F5855,Cargo,Wright Flyer,REG65259,CN515,9,16,6,Bird strike reported.,Clear,24,30,Cessna 208,1,Yes,High
10-11-1987,21:00:04,Delhi,Military - U.S. Army,F2477,Cargo,Cessna 172,REG22306,CN423,217,6,11,Mid-air collision.,Fog,37,0,Cessna 208,5,Yes,High
11-02-1997,2:13:15,Paris,Commercial - AirFly,F6039,Cargo,Airbus A320,REG44779,CN157,193,33,11,Engine failure mid-air.,Clear,21,45,Antonov An-225,19,Yes,High
16-04-2011,3:36:59,Sydney,Private - AeroClub,F9596,Cargo,Cessna 172,REG49366,CN967,208,74,6,Crash during takeoff.,Storm,25,,Airbus A380,7,No,Critical
02-09-1993,20:42:35,Delhi,Rescue Ops,F9961,Domestic,Boeing 747,REG71434,CN150,96,31,15,Crash during takeoff.,Clear,35,10,Airbus A380,28,Yes,Low
27-07-2020,5:10:01,Paris,Commercial - AirFly,F8085,Cargo,Wright Flyer,REG38444,CN294,74,88,19,Crash during takeoff.,Rain,9,5,Antonov An-225,10,No,Low
10-09-1986,17:58:08,Tokyo,Military - U.S. Army,F3684,Cargo,Cessna 172,REG59291,CN732,96,33,5,Crash during takeoff.,Fog,16,30,Airbus A380,8,No,Medium
12-03-1974,4:15:43,London,Private - AeroClub,F2538,Training,F-16 Falcon,REG18553,CN533,97,29,5,Mid-air collision.,Storm,19,5,Airbus A380,10,No,Low
08-01-2023,16:09:56,Paris,Private - AeroClub,F8917,Training,Boeing 747,REG21023,CN436,138,88,10,Engine failure mid-air.,,4,15,Cessna 208,14,Yes,Medium
11-06-2019,7:07:01,New York,Rescue Ops,F5658,International,Wright Flyer,REG98268,CN258,95,99,13,Engine failure mid-air.,Rain,32,15,Antonov An-225,15,Yes,Medium
07-10-1976,13:56:46,Paris,Private - AeroClub,F7527,Cargo,Boeing 747,REG72671,CN128,227,0,6,Mid-air collision.,Storm,4,5,Antonov An-225,26,Yes,High
05-02-1998,5:39:32,Tokyo,Military - U.S. Army,F5713,Domestic,F-16 Falcon,REG93927,CN584,153,93,1,Engine failure mid-air.,Fog,18,0,Antonov An-225,16,No,Medium
26-05-2008,14:26:08,Tokyo,Cargo Air,F1039,Cargo,Wright Flyer,REG11807,CN962,21,31,12,Engine failure mid-air.,Snow,23,,Antonov An-225,29,No,Critical
14-05-1976,9:36:28,Tokyo,Commercial - AirFly,F8957,International,F-16 Falcon,REG78513,CN322,293,86,15,Mid-air collision.,Snow,18,60,Boeing 737,9,No,Low
13-11-2022,23:39:56,Tokyo,Commercial - AirFly,F1232,Training,Airbus A320,REG96748,CN312,74,53,13,Bird strike reported.,Rain,9,5,Airbus A380,19,No,Critical
06-02-1979,4:06:10,Sydney,Cargo Air,F9743,Domestic,F-16 Falcon,REG53194,CN730,148,71,10,Engine failure mid-air.,Storm,2,0,Boeing 737,6,No,Critical
27-08-1984,4:58:12,Paris,Cargo Air,F5983,Cargo,Boeing 747,REG32626,CN946,83,43,12,Crash during takeoff.,Snow,32,0,Airbus A380,30,Yes,Medium
24-05-2010,16:41:34,Sydney,Rescue Ops,F1947,Training,Airbus A320,REG48027,CN169,199,66,1,Crash during takeoff.,Clear,13,45,Cessna 208,19,No,Critical
13-06-1997,14:47:36,Paris,Cargo Air,F5440,Cargo,F-16 Falcon,REG99056,CN432,264,54,14,Mid-air collision.,Storm,37,60,Antonov An-225,7,Yes,Low
26-11-2009,4:12:25,New York,Private - AeroClub,F9896,Domestic,Airbus A320,REG28442,CN527,43,49,12,Engine failure mid-air.,Clear,7,15,Cessna 208,12,No,Critical
13-06-2015,13:17:21,Delhi,Cargo Air,F7530,Training,Boeing 747,REG56985,CN605,181,12,5,Bird strike reported.,Fog,28,10,Boeing 737,1,Yes,Critical
28-12-2016,14:21:33,Delhi,Cargo Air,F3175,Training,F-16 Falcon,REG56846,CN173,213,48,11,Bird strike reported.,Storm,7,5,Airbus A380,29,No,High
30-04-1993,2:49:32,Paris,Cargo Air,F8738,Training,F-16 Falcon,REG28837,CN920,104,25,16,Crash during takeoff.,Snow,28,0,Airbus A380,27,No,Critical
04-10-1973,23:04:28,New York,Military - U.S. Army,F7688,International,F-16 Falcon,REG91554,CN405,138,19,6,Mid-air collision.,Fog,4,5,Boeing 737,26,No,Low
30-06-2018,19:47:34,London,Private - AeroClub,F5554,Domestic,Wright Flyer,REG45273,CN784,297,1,18,Crash during takeoff.,Clear,39,15,Antonov An-225,28,No,Medium
